5026319800608  6.1  4.5  2.019900-99.9-99.9-99.9-99.9-9.9 99 7.6 86  3.0   0  0.0-9.9-9.9
5026319800609  6.1  2.0  5.019900-99.9-99.9-99.9-99.9-9.9 99 7.6 88  3.0   0  0.0-9.9-9.9
5026319800610  7.1  5.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.3 87  4.3   0  0.0-9.9-9.9
5026319800611  8.9  2.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.4 80  0.6   3  2.4-9.9-9.9
5026319800612  4.1  0.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.7 78 -1.0   0  0.0-9.9-9.9
5026319800613  3.0 -4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.3 74 -4.7   1  0.8-9.9-9.9
5026319800614  4.2  2.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.3 80  0.4   0  0.0-9.9-9.9
5026319800615  5.6  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.1 80  2.1  27 21.6-9.9-9.9
5026319800616  6.5  2.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.2 72  0.2  11  8.8-9.9-9.9
5026319800617  6.2  5.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.0 54 -2.7  61 48.8-9.9-9.9
5026319800618  3.2  2.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.4 58 -4.4  19 15.2-9.9-9.9
5026319800619  3.1  1.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.3 59 -4.7   5  4.0-9.9-9.9
5026319800620  4.1  3.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.7 71 -1.0  38 30.4-9.9-9.9
5026319800621  8.3  3.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.2 65  0.2   8  6.4-9.9-9.9
5026319800622  5.1  2.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.1 74  0.0   0  0.0-9.9-9.9
5026319800623  7.1  4.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.4 67  0.6  26 20.8-9.9-9.9
5026319800624  5.3  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.0 58 -2.7   0  0.0-9.9-9.9
5026319800625  3.0  0.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 61 -5.0   0  0.0-9.9-9.9
5026319800626  0.9  0.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.7 60 -6.7   3  2.4-9.9-9.9
5026319800627  5.1  0.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.2 66 -2.2  31 24.8-9.9-9.9
5026319800628  2.2  0.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 62 -5.0  16 12.8-9.9-9.9
5026319800629  0.0 -2.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.7 67 -6.7   0  0.0-9.9-9.9
5026319800630  0.0 -2.0  0.519900-99.9-99.9-99.9-99.9-9.9 99 4.3 76 -4.7  30 24.0-9.9-9.9
5026319800701  0.1 -1.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.3 73 -4.7   5  4.0-9.9-9.9
5026319800702 -1.1 -4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.6 69 -7.1   8  6.4-9.9-9.9
5026319800703  0.1 -2.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.8 66 -6.4   0  0.0-9.9-9.9
5026319800704  2.1  0.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.4 79 -1.7   0  0.0-9.9-9.9
5026319800705  3.2  1.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.8 65 -3.3   0  0.0-9.9-9.9
5026319800706  5.2  3.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.3 83  2.5   0  0.0-9.9-9.9
5026319800707  5.1  2.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.8 81 -0.7   0  0.0-9.9-9.9
5026319800708  3.2  1.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.8 78 -0.7   0  0.0-9.9-9.9
5026319800709  4.7  1.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.1 77  0.0  13 10.4-9.9-9.9
5026319800710  7.5  1.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.8 67 -0.7   0  0.0-9.9-9.9
5026319800711  7.5  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.3 73  0.4   0  0.0-9.9-9.9
5026319800712  5.1  3.0 12.019900-99.9-99.9-99.9-99.9-9.9 99 6.0 70 -0.2   0  0.0-9.9-9.9
5026319800713  4.2  0.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.5 70 -4.1  28 22.4-9.9-9.9
5026319800714  2.1  0.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 63 -5.0  21 16.8-9.9-9.9
5026319800715  5.4  2.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.4 64 -1.7  13 10.4-9.9-9.9
5026319800716  5.8  4.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.9 69 -0.5   0  0.0-9.9-9.9
5026319800717  4.1  2.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.4 82  0.6   0  0.0-9.9-9.9
5026319800718  4.3  2.8  3.519900-99.9-99.9-99.9-99.9-9.9 99 6.6 82  1.1  24 19.2-9.9-9.9
5026319800719  4.1  2.0 24.019900-99.9-99.9-99.9-99.9-9.9 99 6.1 83  0.0  52 41.6-9.9-9.9
5026319800720  3.1 -0.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.8 71 -3.3   0  0.0-9.9-9.9
5026319800721  3.5  1.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.6 76 -1.2   0  0.0-9.9-9.9
5026319800722  3.1  2.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.1 82  0.0   0  0.0-9.9-9.9
5026319800723  6.2  2.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.4 86  2.7   0  0.0-9.9-9.9
5026319800724  5.1  1.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.5 79 -1.4   0  0.0-9.9-9.9
5026319800725  4.1  2.0  6.519900-99.9-99.9-99.9-99.9-9.9 99 6.4 81  0.6  27 21.6-9.9-9.9
5026319800726  4.1  3.1  0.519900-99.9-99.9-99.9-99.9-9.9 99 6.1 77  0.0  24 19.2-9.9-9.9
5026319800727  3.1 -0.9 10.019900-99.9-99.9-99.9-99.9-9.9 99 4.9 75 -3.0  21 16.8-9.9-9.9
5026319800728  1.0 -3.0  5.019901-99.9-99.9-99.9-99.9-9.9 99 4.8 84 -3.3  41 32.8-9.9-9.9
5026319800729 -3.0 -5.1  0.009901-99.9-99.9-99.9-99.9-9.9 99 3.1 71 -9.0  18 14.4-9.9-9.9
5026319800730 -3.0 -4.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.6 76 -7.1   0  0.0-9.9-9.9
5026319800731  0.1 -3.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.5 78 -4.1   0  0.0-9.9-9.9
5026319800801 -0.1 -0.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.3 89 -1.9   6  4.8-9.9-9.9
5026319800802  2.1 -6.0  0.119900-99.9-99.9-99.9-99.9-9.9 99 5.7 85 -1.0  56 44.8-9.9-9.9
5026319800803  5.0  2.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.2 87  2.3   0  0.0-9.9-9.9
5026319800804  6.0  2.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.7 79  1.3  13 10.4-9.9-9.9
5026319800805  7.1  4.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.5 69  0.9  21 16.8-9.9-9.9
5026319800806 10.0  6.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.7 67  3.2   0  0.0-9.9-9.9
5026319800807 10.1  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.9 71  1.7   0  0.0-9.9-9.9
5026319800808  5.0  3.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.0 74 -0.2   6  4.8-9.9-9.9
5026319800809  6.1  2.5  7.019900-99.9-99.9-99.9-99.9-9.9 99 6.3 71  0.4   3  2.4-9.9-9.9
5026319800810  6.1  4.6  0.919900-99.9-99.9-99.9-99.9-9.9 99 6.8 77  1.5  16 12.8-9.9-9.9
5026319800811  4.6 -1.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.6 80 -1.2  19 15.2-9.9-9.9
5026319800812  8.5  2.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.4 73  0.6   3  2.4-9.9-9.9
5026319800813  4.6  2.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.0 81 -0.2  23 18.4-9.9-9.9
5026319800814 10.0  3.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.6 66  1.1   5  4.0-9.9-9.9
5026319800815  8.1  4.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.9 63 -0.5  26 20.8-9.9-9.9
5026319800816  5.2  4.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.0 70 -0.2   0  0.0-9.9-9.9
5026319800817  5.8  3.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.3 73  0.4   3  2.4-9.9-9.9
5026319800818  5.2 -1.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.1 67 -2.5  13 10.4-9.9-9.9
5026319800819  8.0  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.8 72  1.5  21 16.8-9.9-9.9
5026319800820  7.1  4.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.8 56 -3.3  25 20.0-9.9-9.9
5026319800821  5.0  2.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.1 52 -5.4  14 11.2-9.9-9.9
5026319800822  8.0  3.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.8 43 -6.4  21 16.8-9.9-9.9
5026319800823  8.0  4.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.5 47 -4.1  13 10.4-9.9-9.9
5026319800824  8.0  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.2 58 -2.2   0  0.0-9.9-9.9
5026319800825  5.0  0.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 3.4 50 -7.8  13 10.4-9.9-9.9
5026319800826  6.1 -0.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.2 57 -5.0   2  1.6-9.9-9.9
5026319800827  5.1  1.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.4 70 -1.7   0  0.0-9.9-9.9
5026319800828  5.3  1.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.5 68 -1.4   0  0.0-9.9-9.9
5026319800829  6.1  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.0 68 -0.2   8  6.4-9.9-9.9
5026319800830  7.5  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.6 73  1.1   0  0.0-9.9-9.9
5026319800831  8.2  3.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.1 65  0.0  37 29.6-9.9-9.9
5026319800901  8.5  1.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.5 59 -1.4  15 12.0-9.9-9.9
5026319800902  8.1  6.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.9 49 -3.0  30 24.0-9.9-9.9
5026319800903  6.1  3.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.0 57 -2.7  61 48.8-9.9-9.9
5026319800904  6.0  2.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.3 66 -1.9   0  0.0-9.9-9.9
5026319800905  6.1  2.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.6 63 -1.2   7  5.6-9.9-9.9
5026319800906 13.0  5.0  5.019900-99.9-99.9-99.9-99.9-9.9 99 6.1 56  0.0  23 18.4-9.9-9.9
5026319800907  7.0  5.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.5 66  0.9  18 14.4-9.9-9.9
5026319800908  7.9  1.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.0 57 -2.7   0  0.0-9.9-9.9
5026319800909  9.1  5.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.4 51 -1.7   7  5.6-9.9-9.9
5026319800910  9.2  6.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.3 58  0.4   0  0.0-9.9-9.9
5026319800911  8.1  2.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.8 70 -0.7   0  0.0-9.9-9.9
5026319800912  9.0  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.6 72  3.0  18 14.4-9.9-9.9
5026319800913  6.1  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.5 63 -1.4  11  8.8-9.9-9.9
5026319800914  4.1  2.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.8 62 -3.3  41 32.8-9.9-9.9
5026319800915  4.1  2.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.6 71 -1.2  26 20.8-9.9-9.9
5026319800916  8.5  3.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.4 69  0.6   5  4.0-9.9-9.9
5026319800917  7.0  1.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.0 67 -0.2   5  4.0-9.9-9.9
5026319800918  7.9  3.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.6 64 -1.2   1  0.8-9.9-9.9
5026319800919  9.1  3.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.3 56 -1.9   0  0.0-9.9-9.9
5026319800920  6.3  4.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.9 65 -0.5   5  4.0-9.9-9.9
5026319800921  5.1  4.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.2 72  0.2   3  2.4-9.9-9.9
5026319800922  6.8  2.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.1 71  0.0   0  0.0-9.9-9.9
5026319800923  6.7  3.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.0 82  1.9   9  7.2-9.9-9.9
5026319800924  6.1  5.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.2 80  2.3  52 41.6-9.9-9.9
5026319800925  8.6  1.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.7 82  5.0  11  8.8-9.9-9.9
5026319800926  7.9  6.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.7 77  3.2   0  0.0-9.9-9.9
5026319800927  8.1  3.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.1 66  0.0  23 18.4-9.9-9.9
5026319800928  7.0  6.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.4 75  2.7  24 19.2-9.9-9.9
5026319800929  8.6  7.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.2 77  4.1  11  8.8-9.9-9.9
5026319800930  9.0  0.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.8 63 -0.7   5  4.0-9.9-9.9
5026319801001  9.5  2.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.9 51 -3.0   2  1.6-9.9-9.9
5026319801002 11.0  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 4.8 47 -3.3  16 12.8-9.9-9.9
5026319801003  8.0  5.2  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.9 60 -0.5   0  0.0-9.9-9.9
5026319801004  6.1  4.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.3 61 -1.9  22 17.6-9.9-9.9
5026319801005  5.5  2.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.5 67 -1.4  38 30.4-9.9-9.9
5026319801006  7.2  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.2 75  2.3  31 24.8-9.9-9.9
5026319801007 12.6  6.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.1 76  5.6   7  5.6-9.9-9.9
5026319801008 10.6  7.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.1 61  2.1   0  0.0-9.9-9.9
5026319801009 10.6  5.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.9 71  3.6   0  0.0-9.9-9.9
5026319801010 10.5  7.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.6 75  4.8   0  0.0-9.9-9.9
5026319801011 11.5  7.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.9 65  3.6   0  0.0-9.9-9.9
5026319801012 13.0  9.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.3 55  2.5   0  0.0-9.9-9.9
5026319801013 12.2  6.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.5 52  0.9  11  8.8-9.9-9.9
5026319801014 10.1  8.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.3 56  0.4  18 14.4-9.9-9.9
5026319801015 11.5  5.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.8 51 -0.7   6  4.8-9.9-9.9
5026319801016 12.1  8.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.8 72  5.1   0  0.0-9.9-9.9
5026319801017 12.0  8.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.3 59  2.5  13 10.4-9.9-9.9
5026319801018 12.0  8.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.1 73  5.6   0  0.0-9.9-9.9
5026319801019 13.0  7.3  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.3 63  2.5   0  0.0-9.9-9.9
5026319801020 12.0  8.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.9 57  1.7   8  6.4-9.9-9.9
5026319801021  5.2  4.1  1.919910-99.9-99.9-99.9-99.9-9.9 99 6.0 70 -0.2  20 16.0-9.9-9.9
5026319801022  5.9  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.3 64 -1.9  10  8.0-9.9-9.9
5026319801023  8.9  3.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.0 64 -0.2   0  0.0-9.9-9.9
5026319801024 10.1  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.2 58  0.2   0  0.0-9.9-9.9
5026319801025 16.1  5.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.8 44 -0.7  26 20.8-9.9-9.9
5026319801026 19.0 10.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.7 45  3.2  64 51.2-9.9-9.9
5026319801027 14.1 11.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.5 59  4.6   3  2.4-9.9-9.9
5026319801028 15.6 10.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.7 52  3.2  60 48.0-9.9-9.9
5026319801029 11.0  7.0  0.919900-99.9-99.9-99.9-99.9-9.9 99 6.2 51  0.2  34 27.2-9.9-9.9
5026319801030 10.5  5.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.2 55  0.2   1  0.8-9.9-9.9
5026319801031 15.6  8.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.5 57  4.6   8  6.4-9.9-9.9
5026319801101 17.0 10.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.7 56  5.0   8  6.4-9.9-9.9
5026319801102 13.0  9.7  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.0 59  3.8   4  3.2-9.9-9.9
5026319801103 15.0  8.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.0 42 -0.2  38 30.4-9.9-9.9
5026319801104 15.5 11.8  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.7 43  1.3  46 36.8-9.9-9.9
5026319801105 13.7  8.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.3 43 -1.9  10  8.0-9.9-9.9
5026319801106 10.9  7.8  7.519900-99.9-99.9-99.9-99.9-9.9 99 7.4 65  2.7  16 12.8-9.9-9.9
5026319801107  7.8  5.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 5.7 61 -1.0  64 51.2-9.9-9.9
5026319801108 15.5  4.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.0 69  3.8  26 20.8-9.9-9.9
5026319801109 15.0  6.6  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.0 63  3.8   1  0.8-9.9-9.9
5026319801110 14.5  1.5  0.009900-99.9-99.9-99.9-99.9-9.9 9911.4 79  8.9  24 19.2-9.9-9.9
5026319801111 14.0  8.5  1.219900-99.9-99.9-99.9-99.9-9.9 99 9.2 65  5.8  41 32.8-9.9-9.9
5026319801112 12.1  6.0  0.009900-99.9-99.9-99.9-99.9-9.9 9910.7 79  8.0  45 36.0-9.9-9.9
5026319801113 25.0 11.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.6 41  6.4  23 18.4-9.9-9.9
5026319801114 24.0 14.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.1 38  3.9  53 42.4-9.9-9.9
5026319801115 19.0  9.4  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.9 52  1.7  23 18.4-9.9-9.9
5026319801116 15.5  5.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.4 67  6.1  27 21.6-9.9-9.9
5026319801117 29.5  5.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 7.4 27  2.7  48 38.4-9.9-9.9
5026319801118 15.1 12.8  0.819900-99.9-99.9-99.9-99.9-9.9 9912.0 74  9.7  21 16.8-9.9-9.9
5026319801119 14.5  9.5  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.0 64  5.4  20 16.0-9.9-9.9
5026319801120 12.1  5.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 8.4 69  4.5   8  6.4-9.9-9.9
5026319801121 18.0  3.0  0.009900-99.9-99.9-99.9-99.9-9.9 9910.8 69  8.1  10  8.0-9.9-9.9
5026319801122 17.2  3.0  0.009900-99.9-99.9-99.9-99.9-9.9 9910.7 69  8.0   2  1.6-9.9-9.9
5026319801123 25.1  8.5  1.819900-99.9-99.9-99.9-99.9-9.9 9911.9 59  9.5  45 36.0-9.9-9.9
5026319801124 14.0  6.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 6.4 62  0.6  56 44.8-9.9-9.9
5026319801125 19.0  3.9  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.2 57  5.8   8  6.4-9.9-9.9
5026319801126 17.0  8.0  0.009900-99.9-99.9-99.9-99.9-9.9 9911.2 73  8.6   6  4.8-9.9-9.9
5026319801127 18.1 12.5  0.009900-99.9-99.9-99.9-99.9-9.9 9913.5 79 11.4  10  8.0-9.9-9.9
5026319801128 22.8 14.0  0.009900-99.9-99.9-99.9-99.9-9.9 9911.2 55  8.6  11  8.8-9.9-9.9
5026319801129 22.9  6.0  0.009900-99.9-99.9-99.9-99.9-9.9 9913.4 81 11.3  14 11.2-9.9-9.9
5026319801130 24.0 13.0  0.009900-99.9-99.9-99.9-99.9-9.9 9913.5 66 11.4   0  0.0-9.9-9.9
5026319801201-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319801202-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319801203-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319801204-99.9-99.9  0.009900-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5026319801205 25.7 22.0  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.2 33  5.8  19 15.2-9.9-9.9
5026319801206 21.2 16.0  0.009900-99.9-99.9-99.9-99.9-9.9 9911.6 56  9.2  28 22.4-9.9-9.9
5026319801207 26.3 15.0  0.009900-99.9-99.9-99.9-99.9-9.9 9915.2 56 13.2  32 25.6-9.9-9.9
5026319801208 22.9 17.0  0.009900-99.9-99.9-99.9-99.9-9.9 9914.0 59 12.0  37 29.6-9.9-9.9
5026319801209 24.8 19.6  2.019900-99.9-99.9-99.9-99.9-9.9 9913.4 54 11.3  21 16.8-9.9-9.9
5026319801210 20.0 17.6  1.919900-99.9-99.9-99.9-99.9-9.9 9914.1 66 12.1  23 18.4-9.9-9.9
5026319801211 20.5 14.0  0.009900-99.9-99.9-99.9-99.9-9.9 9913.1 68 11.0   6  4.8-9.9-9.9
5026319801212 18.0 16.9  0.009900-99.9-99.9-99.9-99.9-9.9 9915.7 80 13.7  22 17.6-9.9-9.9
5026319801213 20.5 15.0  0.009900-99.9-99.9-99.9-99.9-9.9 9913.6 61 11.5  41 32.8-9.9-9.9
5026319801214 23.0 14.4  5.919900-99.9-99.9-99.9-99.9-9.9 9912.4 62 10.1   0  0.0-9.9-9.9
5026319801215 19.2 14.0  6.519900-99.9-99.9-99.9-99.9-9.9 9912.1 64  9.8  35 28.0-9.9-9.9
5026319801216 19.5 11.8  3.019900-99.9-99.9-99.9-99.9-9.9 99 9.6 60  6.4  46 36.8-9.9-9.9
5026319801217 13.5  6.8  0.219900-99.9-99.9-99.9-99.9-9.9 99 7.1 59  2.1  35 28.0-9.9-9.9
5026319801218 10.5  6.8 10.119900-99.9-99.9-99.9-99.9-9.9 99 8.5 75  4.6  64 51.2-9.9-9.9
5026319801219 12.0  8.1  0.009900-99.9-99.9-99.9-99.9-9.9 99 9.5 75  6.2  38 30.4-9.9-9.9
5026319801220 13.1  5.0  0.009900-99.9-99.9-99.9-99.9-9.9 9910.9 78  8.2   8  6.4-9.9-9.9
5026319801221 21.6 12.5  1.719900-99.9-99.9-99.9-99.9-9.9 9914.2 78 12.2   0  0.0-9.9-9.9
5026319801222 14.8 12.0  0.009900-99.9-99.9-99.9-99.9-9.9 9913.3 86 11.2  31 24.8-9.9-9.9
5026319801223 14.9  5.8  0.619900-99.9-99.9-99.9-99.9-9.9 9912.6 86 10.4  22 17.6-9.9-9.9
5026319801224 18.0  5.8  0.009900-99.9-99.9-99.9-99.9-9.9 9912.6 84 10.4   6  4.8-9.9-9.9
5026319801225 15.6 12.8  0.009900-99.9-99.9-99.9-99.9-9.9 9910.0 62  7.0  27 21.6-9.9-9.9
5026319801226 17.0 12.0  0.009900-99.9-99.9-99.9-99.9-9.9 9915.4 88 13.4  26 20.8-9.9-9.9
5026319801227 22.0 12.9  0.009900-99.9-99.9-99.9-99.9-9.9 9913.7 63 11.6   3  2.4-9.9-9.9
5026319801228 15.9 11.0  0.009900-99.9-99.9-99.9-99.9-9.9 9915.1 87 13.1   0  0.0-9.9-9.9
5026319801229 22.3 14.5  0.009900-99.9-99.9-99.9-99.9-9.9 9915.2 70 13.2   4  3.2-9.9-9.9
5026319801230 29.0 15.9  0.009900-99.9-99.9-99.9-99.9-9.9 9911.2 47  8.6  31 24.8-9.9-9.9
5026319801231 18.2  6.0  0.219900-99.9-99.9-99.9-99.9-9.9 9916.0 93 14.0  24 19.2-9.9-9.9
5026319810101 17.0 12.0  0.009900-99.9-99.9-99.9-99.9-9.9 9914.1 82 12.1   0  0.0-9.9-9.9
5026319810102 21.0 12.9  0.009900-99.9-99.9-99.9-99.9-9.9 9913.0 61 10.9   8  6.4-9.9-9.9
5026319810103 22.0 13.1  0.009900-99.9-99.9-99.9-99.9-9.9 9914.1 68 12.1  17 13.6-9.9-9.9
5026319810104 24.0 15.5  0.009900-99.9-99.9-99.9-99.9-9.9 9915.5 73 13.5  13 10.4-9.9-9.9
5026319810105 21.0 15.4  0.009900-99.9-99.9-99.9-99.9-9.9 9910.3 53  7.4   4  3.2-9.9-9.9
5026319810106 19.5 11.0  0.009900-99.9-99.9-99.9-99.9-9.9 9910.2 56  7.3   0  0.0-9.9-9.9
5026319810107 28.1 11.8  0.009900-99.9-99.9-99.9-99.9-9.9 9911.0 41  8.4   3  2.4-9.9-9.9
