5285020150126 31.1 14.1  0.009999-99.9-99.9-99.9-99.9-9.9 9912.1 51  9.5 -99-99.9-9.9-9.9
5285020150127 24.4 15.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 37  4.6 -99-99.9-9.9-9.9
5285020150128 28.8  3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 53  4.9 -99-99.9-9.9-9.9
5285020150129 35.2  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 48  7.2 -99-99.9-9.9-9.9
5285020150130 33.4  9.9  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 46  7.1 -99-99.9-9.9-9.9
5285020150131 31.6  8.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 48  7.3 -99-99.9-9.9-9.9
5285020150201 31.9  9.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.3 52  8.7 -99-99.9-9.9-9.9
5285020150202 31.0  9.9  2.519999-99.9-99.9-99.9-99.9-9.9 9914.2 79 11.8 -99-99.9-9.9-9.9
5285020150203 29.4 12.5  1.819999-99.9-99.9-99.9-99.9-9.9 9916.2 79 14.1 -99-99.9-9.9-9.9
5285020150204 33.2 11.1  0.519999-99.9-99.9-99.9-99.9-9.9 9912.7 56 10.3 -99-99.9-9.9-9.9
5285020150205 32.3  8.3  0.219999-99.9-99.9-99.9-99.9-9.9 9912.1 60  9.7 -99-99.9-9.9-9.9
5285020150206 30.0 15.4  0.219999-99.9-99.9-99.9-99.9-9.9 9914.1 57 11.5 -99-99.9-9.9-9.9
5285020150207 26.7  7.3  0.219999-99.9-99.9-99.9-99.9-9.9 9910.8 59  8.1 -99-99.9-9.9-9.9
5285020150208 21.2  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 63  7.9 -99-99.9-9.9-9.9
5285020150209 20.8  5.4  0.219999-99.9-99.9-99.9-99.9-9.9 99 8.0 57  3.5 -99-99.9-9.9-9.9
5285020150210 24.9  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.4 58  5.9 -99-99.9-9.9-9.9
5285020150211 25.6  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.5 67  7.6 -99-99.9-9.9-9.9
5285020150212 27.2  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 51  4.3 -99-99.9-9.9-9.9
5285020150213 31.8  4.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 51  4.9 -99-99.9-9.9-9.9
5285020150214 32.5  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.6 52  6.4 -99-99.9-9.9-9.9
5285020150215 33.1  7.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 51  6.7 -99-99.9-9.9-9.9
5285020150216 30.2  7.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 51  5.1 -99-99.9-9.9-9.9
5285020150217 27.8  8.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 48  3.0 -99-99.9-9.9-9.9
5285020150218 19.5  4.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 55  2.7 -99-99.9-9.9-9.9
5285020150219 22.9  4.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 64  5.5 -99-99.9-9.9-9.9
5285020150220 29.9  6.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.4 57  7.4 -99-99.9-9.9-9.9
5285020150221 29.2  9.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.5 52  7.5 -99-99.9-9.9-9.9
5285020150222 29.7  6.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.6 54  6.2 -99-99.9-9.9-9.9
5285020150223 32.2  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 48  5.0 -99-99.9-9.9-9.9
5285020150224 32.3 10.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.6 40  6.4 -99-99.9-9.9-9.9
5285020150225 33.8 11.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 43  5.9 -99-99.9-9.9-9.9
5285020150226 34.5 10.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.3 48  7.3 -99-99.9-9.9-9.9
5285020150227 35.6 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 9911.1 47  8.4 -99-99.9-9.9-9.9
5285020150228 34.3 10.7  0.009999-99.9-99.9-99.9-99.9-9.9 9911.6 52  9.1 -99-99.9-9.9-9.9
5285020150301 29.1 11.8  0.009999-99.9-99.9-99.9-99.9-9.9 9912.7 60 10.4 -99-99.9-9.9-9.9
5285020150302 21.0 14.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.5 55  8.9 -99-99.9-9.9-9.9
5285020150303 25.9  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 56  5.2 -99-99.9-9.9-9.9
5285020150304 29.4  4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 54  4.0 -99-99.9-9.9-9.9
5285020150305 25.8  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.8 60  7.9 -99-99.9-9.9-9.9
5285020150306 26.4  9.2  0.009999-99.9-99.9-99.9-99.9-9.9 9912.6 62 10.4 -99-99.9-9.9-9.9
5285020150307 27.6 16.3  2.819999-99.9-99.9-99.9-99.9-9.9 9912.4 54  9.9 -99-99.9-9.9-9.9
5285020150308 25.6  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 53  4.8 -99-99.9-9.9-9.9
5285020150309 30.6  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 55  3.8 -99-99.9-9.9-9.9
5285020150310 31.9  8.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 45  5.6 -99-99.9-9.9-9.9
5285020150311 30.4  8.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.0 54  6.8 -99-99.9-9.9-9.9
5285020150312 26.7  5.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.9 57  5.2 -99-99.9-9.9-9.9
5285020150313 22.2  9.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 51  2.5 -99-99.9-9.9-9.9
5285020150314 23.1  1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.4 58  2.6 -99-99.9-9.9-9.9
5285020150315 21.8  7.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 61  7.0 -99-99.9-9.9-9.9
5285020150316 27.0 14.2  0.219999-99.9-99.9-99.9-99.9-9.9 9912.1 57  9.4 -99-99.9-9.9-9.9
5285020150317 24.8  7.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 61  6.1 -99-99.9-9.9-9.9
5285020150318 28.9  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 51  4.0 -99-99.9-9.9-9.9
5285020150319 19.1 11.3  0.519999-99.9-99.9-99.9-99.9-9.9 9911.2 88  8.4 -99-99.9-9.9-9.9
5285020150320 23.5  4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 62  3.5 -99-99.9-9.9-9.9
5285020150321 26.6  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.0 56  1.9 -99-99.9-9.9-9.9
5285020150322 28.1  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 50  1.5 -99-99.9-9.9-9.9
5285020150323 30.0  4.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 40  0.4 -99-99.9-9.9-9.9
5285020150324 26.8  7.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 43  1.7 -99-99.9-9.9-9.9
5285020150325 25.5  4.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 56  3.3 -99-99.9-9.9-9.9
5285020150326 27.7  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.6 56  4.7 -99-99.9-9.9-9.9
5285020150327 25.3  9.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 51  6.2 -99-99.9-9.9-9.9
5285020150328 28.2 10.5  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.7 46  6.1 -99-99.9-9.9-9.9
5285020150329 21.7  9.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.2 63  6.9 -99-99.9-9.9-9.9
5285020150330 21.5  2.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 67  3.5 -99-99.9-9.9-9.9
5285020150331 18.9  6.4-99.999999-99.9-99.9-99.9-99.9-9.9 99 9.3 74  5.9 -99-99.9-9.9-9.9
5285020150401-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150402-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150404-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150405-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150406-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150407-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150408-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150409-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150410-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150411-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150412-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150413-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150414-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150415-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150416-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150417-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150419-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150420-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150421-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150422-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150722-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150723-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150724-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150915-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020150916 11.7 -3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 4.8 68 -3.2 -99-99.9-9.9-9.9
5285020150917 13.8 -1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 71 -1.1 -99-99.9-9.9-9.9
5285020150918 15.8 -1.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 72 -0.3 -99-99.9-9.9-9.9
5285020150919 17.1 -2.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.9 68 -0.6 -99-99.9-9.9-9.9
5285020150920 19.2 -2.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 60 -0.3 -99-99.9-9.9-9.9
5285020150921 14.5  4.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 75  3.9 -99-99.9-9.9-9.9
5285020150922 14.2  0.7  0.219999-99.9-99.9-99.9-99.9-9.9 99 8.8 85  4.9 -99-99.9-9.9-9.9
5285020150923 18.7  6.2  0.819999-99.9-99.9-99.9-99.9-9.9 9910.2 86  7.2 -99-99.9-9.9-9.9
5285020150924 14.4  4.6  2.819999-99.9-99.9-99.9-99.9-9.9 9910.4 95  7.4 -99-99.9-9.9-9.9
5285020150925 17.3  2.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 74  4.6 -99-99.9-9.9-9.9
5285020150926 15.4  1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 79  4.6 -99-99.9-9.9-9.9
5285020150927 12.1  6.9  3.819999-99.9-99.9-99.9-99.9-9.9 99 9.9 86  6.7 -99-99.9-9.9-9.9
5285020150928 14.0  0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 75  2.0 -99-99.9-9.9-9.9
5285020150929 14.8 -1.4  0.819999-99.9-99.9-99.9-99.9-9.9 99 8.5 85  4.2 -99-99.9-9.9-9.9
5285020150930 19.6  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 9910.6 77  7.7 -99-99.9-9.9-9.9
5285020151001 11.9  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 67  3.2 -99-99.9-9.9-9.9
5285020151002 17.9  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 61  4.3 -99-99.9-9.9-9.9
5285020151003 22.2  2.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 56  3.5 -99-99.9-9.9-9.9
5285020151004 19.2 10.0  0.519999-99.9-99.9-99.9-99.9-9.9 99 8.6 56  4.8 -99-99.9-9.9-9.9
5285020151005 16.8  4.3  7.019999-99.9-99.9-99.9-99.9-9.9 99 8.1 71  3.9 -99-99.9-9.9-9.9
5285020151006 14.2  1.4  5.819999-99.9-99.9-99.9-99.9-9.9 99 7.5 81  2.8 -99-99.9-9.9-9.9
5285020151007 12.6  1.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.7 72  1.1 -99-99.9-9.9-9.9
5285020151008 15.0 -2.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.6 66 -1.2 -99-99.9-9.9-9.9
5285020151009 18.3 -2.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.0 62 -0.4 -99-99.9-9.9-9.9
5285020151010 19.3 -0.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 51 -0.1 -99-99.9-9.9-9.9
5285020151011 21.4 -0.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 56  1.0 -99-99.9-9.9-9.9
5285020151012 18.2  4.2  1.519999-99.9-99.9-99.9-99.9-9.9 99 8.1 64  3.8 -99-99.9-9.9-9.9
5285020151013 14.8  4.4  1.219999-99.9-99.9-99.9-99.9-9.9 99 9.8 88  6.6 -99-99.9-9.9-9.9
5285020151014 17.3  3.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.5 63  2.6 -99-99.9-9.9-9.9
5285020151015 14.3  1.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.1 64 -0.1 -99-99.9-9.9-9.9
5285020151016 17.8 -2.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 55 -1.1 -99-99.9-9.9-9.9
5285020151017 23.6 -1.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 52  0.3 -99-99.9-9.9-9.9
5285020151018 25.6  1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.9 45  1.5 -99-99.9-9.9-9.9
5285020151019 23.0  1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 48  1.4 -99-99.9-9.9-9.9
5285020151020 18.3  3.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 58  3.0 -99-99.9-9.9-9.9
5285020151021 16.0  6.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 73  4.5 -99-99.9-9.9-9.9
5285020151022 16.2  1.0  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.3 63  0.3 -99-99.9-9.9-9.9
5285020151023 21.1 -0.7  0.219999-99.9-99.9-99.9-99.9-9.9 99 6.3 47  0.3 -99-99.9-9.9-9.9
5285020151024 20.8  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 68  4.9 -99-99.9-9.9-9.9
5285020151025 19.4  3.8  1.019999-99.9-99.9-99.9-99.9-9.9 99 9.3 66  5.7 -99-99.9-9.9-9.9
5285020151026 21.1  8.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 62  5.9 -99-99.9-9.9-9.9
5285020151027 24.6  1.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 54  3.7 -99-99.9-9.9-9.9
5285020151028 18.2  7.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.5 64  4.6 -99-99.9-9.9-9.9
5285020151029 17.8  4.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.6 48  0.9 -99-99.9-9.9-9.9
5285020151030 16.4 -1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 5.7 52 -1.0 -99-99.9-9.9-9.9
5285020151031 22.7 -1.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 6.8 52  1.3 -99-99.9-9.9-9.9
5285020151101 25.8  1.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 52  3.2 -99-99.9-9.9-9.9
5285020151102 26.9  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.9 41  3.4 -99-99.9-9.9-9.9
5285020151103 28.3  3.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 43  3.0 -99-99.9-9.9-9.9
5285020151104 30.3  5.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.7 37  3.0 -99-99.9-9.9-9.9
5285020151105 30.1  4.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 37  2.9 -99-99.9-9.9-9.9
5285020151106 31.5  7.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 40  5.5 -99-99.9-9.9-9.9
5285020151107 23.5  6.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 55  5.7 -99-99.9-9.9-9.9
5285020151108 22.2  6.7  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.4 61  6.1 -99-99.9-9.9-9.9
5285020151109 20.6  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 55  5.9 -99-99.9-9.9-9.9
5285020151110 28.0  3.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 53  6.8 -99-99.9-9.9-9.9
5285020151111 32.6  7.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 45  8.1 -99-99.9-9.9-9.9
5285020151112 26.1  6.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 53  6.2 -99-99.9-9.9-9.9
5285020151113 22.2  9.8  0.009999-99.9-99.9-99.9-99.9-9.9 9910.6 61  7.8 -99-99.9-9.9-9.9
5285020151114 26.4  6.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.8 53  6.6 -99-99.9-9.9-9.9
5285020151115 18.2  9.3  1.219999-99.9-99.9-99.9-99.9-9.9 9911.0 70  8.2 -99-99.9-9.9-9.9
5285020151116 20.1  6.2  3.019999-99.9-99.9-99.9-99.9-9.9 9910.4 75  7.4 -99-99.9-9.9-9.9
5285020151117 13.8  2.9-99.999999-99.9-99.9-99.9-99.9-9.9 99 7.8 66  3.3 -99-99.9-9.9-9.9
5285020151118-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.3 71  2.2 -99-99.9-9.9-9.9
5285020151119 13.2  0.0  0.819999-99.9-99.9-99.9-99.9-9.9 99 7.3 70  2.4 -99-99.9-9.9-9.9
5285020151120 15.0  5.9  9.019999-99.9-99.9-99.9-99.9-9.9 9910.6 87  7.7 -99-99.9-9.9-9.9
5285020151121 20.8  2.0-99.999999-99.9-99.9-99.9-99.9-9.9 99 8.2 65  4.0 -99-99.9-9.9-9.9
5285020151122-99.9-99.9  0.519999-99.9-99.9-99.9-99.9-9.9 99 9.3 74  5.8 -99-99.9-9.9-9.9
5285020151123 24.1  5.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 63  6.8 -99-99.9-9.9-9.9
5285020151124 22.2  8.7  0.009999-99.9-99.9-99.9-99.9-9.9 9910.6 58  7.8 -99-99.9-9.9-9.9
5285020151125 17.0  7.9  0.219999-99.9-99.9-99.9-99.9-9.9 9910.4 66  7.5 -99-99.9-9.9-9.9
5285020151126 20.3  7.2-99.999999-99.9-99.9-99.9-99.9-9.9 9911.7 81  9.2 -99-99.9-9.9-9.9
5285020151127-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 66  5.5 -99-99.9-9.9-9.9
5285020151128 24.9  2.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.8 52  5.0 -99-99.9-9.9-9.9
5285020151129 29.7  4.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.9 51  6.8 -99-99.9-9.9-9.9
5285020151130 27.7  7.0  0.009999-99.9-99.9-99.9-99.9-9.9 9910.5 53  7.6 -99-99.9-9.9-9.9
5285020151201 28.6  6.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.0 55  8.3 -99-99.9-9.9-9.9
5285020151202 31.2 10.7-99.999999-99.9-99.9-99.9-99.9-9.9 9910.8 45  8.1 -99-99.9-9.9-9.9
5285020151203-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020151204 30.0  7.3  0.009999-99.9-99.9-99.9-99.9-9.9 9910.4 49  7.4 -99-99.9-9.9-9.9
5285020151205 32.8  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 9911.0 44  8.3 -99-99.9-9.9-9.9
5285020151206 26.5 12.7  0.009999-99.9-99.9-99.9-99.9-9.9 9912.0 64  9.6 -99-99.9-9.9-9.9
5285020151207 24.3  4.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.2 52  5.7 -99-99.9-9.9-9.9
5285020151208 23.3  3.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.0 47  3.8 -99-99.9-9.9-9.9
5285020151209 20.5  5.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.5 62  6.1 -99-99.9-9.9-9.9
5285020151210 24.2  5.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 49  5.5 -99-99.9-9.9-9.9
5285020151211 22.6  8.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 57  5.9 -99-99.9-9.9-9.9
5285020151212 18.4 12.3-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9 82-99.9 -99-99.9-9.9-9.9
5285020151213-99.9-99.9  0.219999-99.9-99.9-99.9-99.9-9.9 99-9.9 82-99.9 -99-99.9-9.9-9.9
5285020151214 19.4  1.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.1 50  2.0 -99-99.9-9.9-9.9
5285020151215 22.9  1.3  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.6 47  2.9 -99-99.9-9.9-9.9
5285020151216 21.3  5.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 57  4.9 -99-99.9-9.9-9.9
5285020151217 19.2  4.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 7.8 55  3.4 -99-99.9-9.9-9.9
5285020151218 25.0  2.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.1 49  4.0 -99-99.9-9.9-9.9
5285020151219 30.6  3.8  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.4 45  4.4 -99-99.9-9.9-9.9
5285020151220 29.7  5.7  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.7 43  4.7 -99-99.9-9.9-9.9
5285020151221 20.3 11.0  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 55  6.9 -99-99.9-9.9-9.9
5285020151222 21.1  6.8-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5285020151223-99.9-99.9  1.519999-99.9-99.9-99.9-99.9-9.9 99-9.9 70-99.9 -99-99.9-9.9-9.9
5285020151224 23.7  5.4  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.5 54  6.2 -99-99.9-9.9-9.9
5285020151225 33.4  5.6  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.4 49  5.8 -99-99.9-9.9-9.9
5285020151226 30.0  7.6  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.7 49  6.4 -99-99.9-9.9-9.9
5285020151227 27.2 11.8  0.009999-99.9-99.9-99.9-99.9-9.9 9912.4 52 10.0 -99-99.9-9.9-9.9
5285020151228 29.6 15.8  0.009999-99.9-99.9-99.9-99.9-9.9 9913.3 51 11.0 -99-99.9-9.9-9.9
5285020151229 28.7  9.4  0.009999-99.9-99.9-99.9-99.9-9.9 9910.9 51  8.2 -99-99.9-9.9-9.9
5285020151230 30.9  8.6  0.009999-99.9-99.9-99.9-99.9-9.9 9911.4 51  8.9 -99-99.9-9.9-9.9
5285020151231 31.5  8.9  0.009999-99.9-99.9-99.9-99.9-9.9 9910.8 44  7.9 -99-99.9-9.9-9.9
5285020160101 32.0  9.2  0.009999-99.9-99.9-99.9-99.9-9.9 9910.1 39  7.0 -99-99.9-9.9-9.9
5285020160102 27.2  9.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 53  8.0 -99-99.9-9.9-9.9
5285020160103 26.7  6.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.6 48  6.3 -99-99.9-9.9-9.9
5285020160104 25.2  4.5  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.2 46  4.2 -99-99.9-9.9-9.9
5285020160105 32.5  4.1  0.009999-99.9-99.9-99.9-99.9-9.9 99 8.3 43  4.2 -99-99.9-9.9-9.9
5285020160106 35.1  8.4  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 38  5.5 -99-99.9-9.9-9.9
5285020160107 35.4 11.2  0.009999-99.9-99.9-99.9-99.9-9.9 9911.3 39  8.7 -99-99.9-9.9-9.9
5285020160108 32.2 11.5  0.009999-99.9-99.9-99.9-99.9-9.9 9910.7 41  7.7 -99-99.9-9.9-9.9
5285020160109 34.5 12.0  0.819999-99.9-99.9-99.9-99.9-9.9 9913.5 49 11.4 -99-99.9-9.9-9.9
5285020160110 31.1 11.1  0.219999-99.9-99.9-99.9-99.9-9.9 9912.6 54 10.1 -99-99.9-9.9-9.9
5285020160111 30.4  9.2  0.219999-99.9-99.9-99.9-99.9-9.9 99 9.9 41  6.6 -99-99.9-9.9-9.9
5285020160112 27.2  6.9-99.999999-99.9-99.9-99.9-99.9-9.9 99 9.3 50  5.9 -99-99.9-9.9-9.9
5285020160113-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.1 42  5.5 -99-99.9-9.9-9.9
5285020160114 29.4  8.2  0.009999-99.9-99.9-99.9-99.9-9.9 99 9.3 40  5.8 -99-99.9-9.9-9.9
5285020160115 23.8 11.8  0.009999-99.9-99.9-99.9-99.9-9.9 9913.5 81 11.2 -99-99.9-9.9-9.9
5285020160116 22.1 12.1  0.219999-99.9-99.9-99.9-99.9-9.9 9912.9 66 10.4 -99-99.9-9.9-9.9
