5291120061108-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5291120140930 26.3 18.5 34.819999-99.9-99.9-99.9-99.9-9.9 9922.6 89 19.5 -99-99.9-9.9-9.9
5291120141001 28.2 18.5  0.009999-99.9-99.9-99.9-99.9-9.9 9922.7 88 19.5 -99-99.9-9.9-9.9
5291120141002 31.3 14.7  0.009999-99.9-99.9-99.9-99.9-9.9 9917.0 48 14.9 -99-99.9-9.9-9.9
5291120141003 31.3 13.3  0.009999-99.9-99.9-99.9-99.9-9.9 9917.0 64 14.9 -99-99.9-9.9-9.9
5291120141004 28.8 13.2  0.009999-99.9-99.9-99.9-99.9-9.9 9915.3 55 13.4 -99-99.9-9.9-9.9
5291120141005 29.8 13.1  0.219999-99.9-99.9-99.9-99.9-9.9 9916.7 57 14.5 -99-99.9-9.9-9.9
5291120141006 22.8 14.4 50.019999-99.9-99.9-99.9-99.9-9.9 9917.0 96 15.0 -99-99.9-9.9-9.9
5291120141007 30.4 13.7  0.009999-99.9-99.9-99.9-99.9-9.9 9919.6 81 17.0 -99-99.9-9.9-9.9
5291120141008 34.7 16.2  0.009999-99.9-99.9-99.9-99.9-9.9 9921.6 63 18.7 -99-99.9-9.9-9.9
5291120141009 36.3 17.1  0.009999-99.9-99.9-99.9-99.9-9.9 9920.2 53 17.7 -99-99.9-9.9-9.9
5291120141010 35.9 16.8  1.219999-99.9-99.9-99.9-99.9-9.9 9923.0 60 19.5 -99-99.9-9.9-9.9
5291120141011 31.4 19.8  0.009999-99.9-99.9-99.9-99.9-9.9 9925.7 87 21.5 -99-99.9-9.9-9.9
5291120141012 36.7 18.8  0.009999-99.9-99.9-99.9-99.9-9.9 9926.3 71 21.9 -99-99.9-9.9-9.9
5291120141013 35.9 19.8  0.009999-99.9-99.9-99.9-99.9-9.9 9927.4 82 22.5 -99-99.9-9.9-9.9
5291120141014 34.1 19.7  0.009999-99.9-99.9-99.9-99.9-9.9 9925.2 74 21.2 -99-99.9-9.9-9.9
5291120141015 39.0 19.3  0.009999-99.9-99.9-99.9-99.9-9.9 9925.9 58 21.6 -99-99.9-9.9-9.9
5291120141016 39.7 22.2  0.009999-99.9-99.9-99.9-99.9-9.9 9926.9 62 22.3 -99-99.9-9.9-9.9
5291120141017 35.8 22.4  0.009999-99.9-99.9-99.9-99.9-9.9 9924.4 60 20.6 -99-99.9-9.9-9.9
5291120141018 33.6 19.9  0.519999-99.9-99.9-99.9-99.9-9.9 9925.8 68 21.5 -99-99.9-9.9-9.9
5291120141019 27.5 18.9  1.019999-99.9-99.9-99.9-99.9-9.9 9923.1 84 19.7 -99-99.9-9.9-9.9
5291120141020 32.1 17.3  0.009999-99.9-99.9-99.9-99.9-9.9 9919.8 70 17.2 -99-99.9-9.9-9.9
5291120141021 33.2 11.9  0.009999-99.9-99.9-99.9-99.9-9.9 9914.4 49 12.3 -99-99.9-9.9-9.9
5291120141022 33.5 13.5  0.009999-99.9-99.9-99.9-99.9-9.9 9917.4 53 15.3 -99-99.9-9.9-9.9
5291120141023 34.7 15.5  0.009999-99.9-99.9-99.9-99.9-9.9 9918.2 46 16.0 -99-99.9-9.9-9.9
