5283020130301 33.0 16.2 53.519999-99.9 15.9-99.9-99.9-9.9 9921.5 64 18.4   8  6.1-9.9-9.9
5283020130302 27.4 18.8  0.219999-99.9 18.1-99.9-99.9-9.9 9923.5 92 19.9   8  6.6-9.9-9.9
5283020130303 23.8 13.7-99.999999-99.9 13.3-99.9-99.9-9.9 9918.1 90 15.9   4  3.0-9.9-9.9
5283020130304-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9 81-99.9 -99-99.9-9.9-9.9
5283020130305-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 9914.5 71 12.4 -99-99.9-9.9-9.9
5283020130306-99.9-99.9  0.009999-99.9-99.9-99.9-99.9-9.9 9917.8 72 15.6 -99-99.9-9.9-9.9
5283020130307 31.0 13.2  0.009999-99.9 12.2-99.9-99.9-9.9 9917.7 59 15.5   3  2.4-9.9-9.9
5283020130308 32.5 17.3-99.999999-99.9 16.8-99.9-99.9-9.9 9923.4 73 19.9   4  3.2-9.9-9.9
5283020130309-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 9927.3 85 22.4 -99-99.9-9.9-9.9
5283020130310-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 9920.5 81 17.8 -99-99.9-9.9-9.9
5283020130311-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 9918.2 72 15.9 -99-99.9-9.9-9.9
5283020130312-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
5283020130313-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9 68-99.9 -99-99.9-9.9-9.9
5283020130314-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9 75-99.9 -99-99.9-9.9-9.9
5283020130315-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9 65-99.9 -99-99.9-9.9-9.9
5283020130316-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9 65-99.9 -99-99.9-9.9-9.9
5283020130317-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9 56-99.9 -99-99.9-9.9-9.9
5283020130318-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9 70-99.9 -99-99.9-9.9-9.9
5283020130319-99.9-99.9-99.999999-99.9-99.9-99.9-99.9-9.9 99-9.9-99-99.9 -99-99.9-9.9-9.9
